DEFANT    52   61  H    09 00 0  F                 236
DEFANT    57   61  H    09 00 0  F                  79
DEFANT    61   62  H    09 00 0  F                 983
DEFANT    62   63  H    09 00 0  F                 925
DEFANT    63   66  H    08 00 0  F                 878
DEFANT    63   66  H    09 00 0  F                 976
DEFANT    71   72  H    09 00 0  F                  11
DEFANT    72   73  H    09 00 0  F                  35
DEFANT    73   77  H    09 00 0  F                  15
DEFANT    74   76  H    09 00 0  F                 424
DEFANT    76   77  H    09 00 0  F                 700
DEFANT    77   78  H    09 00 0  F                 672
DEFANT    78   82  H    09 00 0  F                 683
DEFANT    82   83  H    09 00 0  F                 534
DEFANT    86   91  H    09 00 0  F                 186
DEFANT    89   90  H    09 00 0  F                 280
DEFANT    90   91  H    09 00 0  F                 306
DEFANT    91   92  H    09 00 0  F                 356
DEFANT    92  103  H    09 00 0  F                 277
DEFANT    93   94  H    09 00 0  F                  58
DEFANT    94  103  H    09 00 0  F                  79
DEFANT    97   98  H    09 00 0  F                  53
DEFANT    98   99  H    09 00 0  F                  65
DEFANT   101  102  H    09 00 0  F                  50
DEFANT   107   37  H    08 00 0  F                  86
DEFANT   110  111  H    09 00 0  F                  14
DEFANT   111  112  H    09 00 0  F                 147
DEFANT   112  113  H    09 00 0  F                 153
DEFANT   113  114  H    09 00 0  F                 278
DEFANT   120  123  H    07 00 0  F                   4
DEFANT   120  123  H    09 00 0  F                  15
DEFANT   121  122  H    09 00 0  F                  33
DEFANT   122  123  H    06 00 0  F                  32
DEFANT   122  123  H    09 00 0  F                  40
DEFANT   123  125  H    09 00 0  F                 122
DEFANT   125  129  H    08 00 0  F                  84
DEFANT   125  129  H    09 00 0  F                 191
DEFANT   126  127  H    09 00 0  F                  31
DEFANT   127  129  H    09 00 0  F                  68
DEFANT   129  130  H    09 00 0  F                 136
DEFANT   134  135  H    09 00 0  F                  74
DEFANT   135  141  H    09 00 0  F                  98
DEFANT   139  141  H    08 00 0  F                 134
DEFANT   139  141  H    09 00 0  F                 100
DEFANT   141  143  H    09 00 0  F                 689
DEFANT   143  144  H    09 00 0  F                 781
DEFANT   148  154  H    05 00 0  F                  60
DEFANT   148  154  H    06 00 0  F                  79
DEFANT   148  154  H    07 00 0  F                  55
DEFANT   148  154  H    09 00 0  F                  50
DEFANT   153   46  H    09 00 0  F                 115
DEFANT   155  156  H    09 00 0  F                 268
DEFANT   156  169  H    25 00 0  F                 398
DEFANT   156  169  H    28 00 0  F                 397
DEFANT   156  169  H    29 00 0  F                 396
DEFANT   156  169  H    01 00 0  F                 352
DEFANT   156  169  H    02 00 0  F                 230
DEFANT   156  169  H    03 00 0  F                 155
DEFANT   156  169  H    04 00 0  F                 152
DEFANT   156  169  H    06 00 0  F                 151
DEFANT   156  169  H    08 00 0  F                 150
DEFANT   162  169  H    25 00 0  F                  12
DEFANT   162  169  H    01 00 0  F                  13
DEFANT   162  169  H    09 00 0  F                  18
DEFANT   169  172  H    07 00 0  F                 824
DEFANT   169  172  H    08 00 0  F                 811
DEFANT   172  173  H    09 00 0  F                1129
DEFANT   175  178  H    09 00 0  F                1252
DEFANT   192  193  H    09 00 0  F                  75
DEFANT   193  141  H    08 00 0  F                 122
DEFANT   193  141  H    09 00 0  F                  88
DEFANT   203   30  H    09 00 0  F                 276
DEFANT   204  280  H    09 00 0  F                1267
DEFANT   228  229  H    05 00 0  F                 850
DEFANT   228  229  H    06 00 0  F                 908
DEFANT   228  229  H    07 00 0  F                 916
DEFANT   228  229  H    08 00 0  F                1086
DEFANT   228  229  H    09 00 0  F                1149
DEFANT   229  230  H    09 00 0  F                2850
DEFANT   241   34  H    09 00 0  F                 107
DEFANT   249   50  H    09 00 0  F                 123
DEFANT   251  252  H    09 00 0  F                 205
DEFANT   252  253  H    09 00 0  F                 300
DEFANT   253  257  H    09 00 0  F                 598
DEFANT   257  261  H    08 00 0  F                1286
DEFANT   257  261  H    09 00 0  F                1585
DEFANT   261  267  H    07 00 0  F                2057
DEFANT   261  267  H    08 00 0  F                2094
DEFANT   261  267  H    09 00 0  F                2393
DEFANT   262  241  H    09 00 0  F                 128
DEFANT   267  275  H    07 00 0  F                3722
DEFANT   267  275  H    08 00 0  F                3993
DEFANT   267  275  H    09 00 0  F                4701
DEFANT   280  284  H    09 00 0  F                1220
DEFANT   285  287  H    09 00 0  F               16245
DEFANT   290   34  H    09 00 0  F                  68
DEFANT   311  312  H    09 00 0  F                 112
DEFANT   312  315  H    09 00 0  F                 116
DEFANT   315   34  H    09 00 0  F                 114
DEFANT    66    1  S    09  0 0  F                7108
DEFANT    66    1  S    09  0 1  F                6891
DEFANT    66    1  S    09  1 0  F                6600
DEFANT    66    1  S    09  1 1  F                6164
DEFANT    66    1  S    09  2 0  F                6054
DEFANT    66    1  S    09  2 1  F                6097
DEFANT    66    1  S    09  3 0  F                5975
DEFANT    66    1  S    09  3 1  F                5931
DEFANT    66    1  S    09  4 0  F                5882
DEFANT    66    1  S    09  4 1  F                5969
DEFANT    66    1  S    09  5 0  F                5872
DEFANT    66    1  S    09  5 1  F                5871
DEFANT    66    1  S    09  6 0  F                5897
DEFANT    66    1  S    09  6 1  F                5896
DEFANT    66    1  S    09  7 0  F                5984
DEFANT    66    1  S    09  7 1  F                5983
DEFANT    66    1  S    09  8 0  F                6099
DEFANT    66    1  S    09  8 1  F                6098
DEFANT    66    1  S    09  9 0  F                6230
DEFANT    66    1  S    09  9 1  F                6470
DEFANT    66    1  S    09 10 0  F                6789
DEFANT    66    1  S    09 10 1  F                6790
DEFANT    66    1  S    09 11 0  F                6863
DEFANT    66    1  S    09 11 1  F                6904
DEFANT    66    1  S    09 12 0  F                6875
DEFANT    66    1  S    09 12 1  F                6956
DEFANT    66    1  S    09 13 0  F                6862
DEFANT    66    1  S    09 13 1  F                6862
DEFANT    66    1  S    09 14 0  F                6938
DEFANT    66    1  S    09 14 1  F                6939
DEFANT    66    1  S    09 15 0  F                6856
DEFANT    66    1  S    09 15 1  F                6856
DEFANT    66    1  S    09 16 0  F                6716
DEFANT    66    1  S    09 16 1  F                6716
DEFANT    66    1  S    09 17 0  F                6518
DEFANT    66    1  S    09 17 1  F                6518
DEFANT    66    1  S    09 18 0  F                6844
DEFANT    66    1  S    09 18 1  F                6846
DEFANT    66    1  S    09 19 0  F                7029
DEFANT    66    1  S    09 19 1  F                7031
DEFANT    66    1  S    09 20 0  F                7354
DEFANT    66    1  S    09 20 1  F                7358
DEFANT    66    1  S    09 21 0  F                7414
DEFANT    66    1  S    09 21 1  F                7417
DEFANT    66    1  S    09 22 0  F                7316
DEFANT    66    1  S    09 22 1  F                7317
DEFANT    66    1  S    09 23 0  F                7179
DEFANT    66    1  S    09 23 1  F                7075
DEFANT    83    1  S    09  0 0  F                 384
DEFANT    83    1  S    09  0 1  F                 382
DEFANT    83    1  S    09  1 0  F                 381
DEFANT    83    1  S    09  1 1  F                 380
DEFANT    83    1  S    09  2 0  F                 380
DEFANT    83    1  S    09  2 1  F                 380
DEFANT    83    1  S    09  3 0  F                 380
DEFANT    83    1  S    09  3 1  F                 380
DEFANT    83    1  S    09  4 0  F                 379
DEFANT    83    1  S    09  4 1  F                 379
DEFANT    83    1  S    09  5 0  F                 379
DEFANT    83    1  S    09  5 1  F                 379
DEFANT    83    1  S    09  6 0  F                 379
DEFANT    83    1  S    09  6 1  F                 379
DEFANT    83    1  S    09  7 0  F                 479
DEFANT    83    1  S    09  7 1  F                 479
DEFANT    83    1  S    09  8 0  F                 479
DEFANT    83    1  S    09  8 1  F                 479
DEFANT    83    1  S    09  9 0  F                 479
DEFANT    83    1  S    09  9 1  F                 479
DEFANT    83    1  S    09 10 0  F                 480
DEFANT    83    1  S    09 10 1  F                 480
DEFANT    83    1  S    09 11 0  F                 480
DEFANT    83    1  S    09 11 1  F                 480
DEFANT    83    1  S    09 12 0  F                 480
DEFANT    83    1  S    09 12 1  F                 480
DEFANT    83    1  S    09 13 0  F                 480
DEFANT    83    1  S    09 13 1  F                 480
DEFANT    83    1  S    09 14 0  F                 480
DEFANT    83    1  S    09 14 1  F                 480
DEFANT    83    1  S    09 15 0  F                 480
DEFANT    83    1  S    09 15 1  F                 480
DEFANT    83    1  S    09 16 0  F                 480
DEFANT    83    1  S    09 16 1  F                 480
DEFANT    83    1  S    09 17 0  F                 480
DEFANT    83    1  S    09 17 1  F                 480
DEFANT    83    1  S    09 18 0  F                 480
DEFANT    83    1  S    09 18 1  F                 480
DEFANT    83    1  S    09 19 0  F                 480
DEFANT    83    1  S    09 19 1  F                 481
DEFANT    83    1  S    09 20 0  F                 481
DEFANT    83    1  S    09 20 1  F                 481
DEFANT    83    1  S    09 21 0  F                 481
DEFANT    83    1  S    09 21 1  F                 481
DEFANT    83    1  S    09 22 0  F                 481
DEFANT    83    1  S    09 22 1  F                 481
DEFANT    83    1  S    09 23 0  F                 481
DEFANT    83    1  S    09 23 1  F                 481
