NUMERO DE USINAS
XXX
162
NUMERO DAS USINAS NO CADASTRO
1   2   3   4   5   6   7   8   9   10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 
XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX 
1   2   4   24  27  28  25  33  156 134 10  143 162 148 217 193 141 14  18  37  40  42  15  16  38  39  62  63  52  51  47  49  61  50  45  43  34  153 46  120 121 6   7   8   12  17  31  30  251 278 123 129 20  287 257 122 124 130 131 133 125 180 181 182 183 184 107 108 109 117 118 119 32  11  135 139 262 89  144 66  110 111 112 113 114 74  76  82  83  115 73  71  72  57  77  78  93  91  92  252 253 267 281 9   26  86  90  97  98  99  103 169 172 173 174 175 178 190 189 275 272 279 280 204 127 126 283 261 48  249 241 304 305 196 195 95  203 154 310 29  94  215 155 311 312 315 21  290 101 276 102 277 285 286 284 227 228 229 192 230 288 314 
Hr  Dd  Mm  Ano
XX  XX  XX  XXXX
00  19  02  2021
Dia inic(1-SAB...7-SEX); sem da FCF; n. semanas; pre-interesse
X X X X
7 1 1 0
VAZOES DIARIAS PARA CADA USINA (m3/s)
NUM     NOME      itp   DI HI M DF HF M      VAZAO
127 SOBRAGI        1    19      F                  56
127 SOBRAGI        1    20      F                  54
126 PICADA         1    19      F                  47
126 PICADA         1    20      F                  46
283 STA CLARA MG   1    19      F                  17
283 STA CLARA MG   1    20      F                  20
261 LAJEADO        1    19      F                1204
261 LAJEADO        1    20      F                1286
261 LAJEADO        1    21      F                1247
261 LAJEADO        1    22      F                1148
261 LAJEADO        1    23      F                1053
261 LAJEADO        1    24      F                 981
261 LAJEADO        1    25      F                 934
 48 PIRAJU         1    19      F                   2
249 OURINHOS       1    19      F                   3
249 OURINHOS       1    21      F                   2
241 SLT VERDINHO   1    19      F                  13
241 SLT VERDINHO   1    24      F                  12
304 ITIQUIRA I     1    19      F                  58
304 ITIQUIRA I     1    20      F                  74
305 ITIQUIRA II    1    19      F                   0
196 GUAPORE        1    19      F                  42
196 GUAPORE        1    20      F                  43
196 GUAPORE        1    22      F                  42
196 GUAPORE        1    25      F                  43
195 JAURU          1    19      F                  65
195 JAURU          1    20      F                  70
 95 QUEBRA QUEIX   1    19      F                  44
 95 QUEBRA QUEIX   1    20      F                  42
 95 QUEBRA QUEIX   1    21      F                  40
 95 QUEBRA QUEIX   1    22      F                  39
 95 QUEBRA QUEIX   1    23      F                  38
 95 QUEBRA QUEIX   1    24      F                  36
203 CORUMBA III    1    19      F                  62
203 CORUMBA III    1    20      F                  58
203 CORUMBA III    1    21      F                  57
203 CORUMBA III    1    22      F                  54
203 CORUMBA III    1    23      F                  51
203 CORUMBA III    1    24      F                  47
203 CORUMBA III    1    25      F                  44
154 ITAPEBI        1    19      F                  16
154 ITAPEBI        1    20      F                  17
310 DARDANELOS     1    19      F                 475
310 DARDANELOS     1    20      F                 491
310 DARDANELOS     1    21      F                 530
310 DARDANELOS     1    22      F                 565
310 DARDANELOS     1    23      F                 597
310 DARDANELOS     1    24      F                 624
310 DARDANELOS     1    25      F                 638
 29 CORUMBA IV     1    19      F                 348
 29 CORUMBA IV     1    20      F                 334
 29 CORUMBA IV     1    21      F                 320
 29 CORUMBA IV     1    22      F                 304
 29 CORUMBA IV     1    23      F                 288
 29 CORUMBA IV     1    24      F                 272
 29 CORUMBA IV     1    25      F                 258
 94 MONJOLINHO     1    19      F                  15
 94 MONJOLINHO     1    20      F                  14
 94 MONJOLINHO     1    21      F                  13
 94 MONJOLINHO     1    22      F                  12
 94 MONJOLINHO     1    23      F                  11
 94 MONJOLINHO     1    25      F                  12
215 SALTO PILAO    1    19      F                  58
215 SALTO PILAO    1    20      F                  54
215 SALTO PILAO    1    21      F                  51
215 SALTO PILAO    1    22      F                  48
215 SALTO PILAO    1    23      F                  46
215 SALTO PILAO    1    24      F                  44
155 RETIRO BAIXO   1    19      F                 195
155 RETIRO BAIXO   1    20      F                 199
155 RETIRO BAIXO   1    21      F                 234
155 RETIRO BAIXO   1    22      F                 273
155 RETIRO BAIXO   1    23      F                 305
155 RETIRO BAIXO   1    24      F                 307
155 RETIRO BAIXO   1    25      F                 291
311 CACU           1    19      F                 149
311 CACU           1    20      F                 142
311 CACU           1    21      F                 137
311 CACU           1    22      F                 132
311 CACU           1    23      F                 126
311 CACU           1    24      F                 122
311 CACU           1    25      F                 119
312 B. COQUEIROS   1    19      F                   6
312 B. COQUEIROS   1    22      F                   5
315 FOZ R. CLARO   1    19      F                  12
315 FOZ R. CLARO   1    20      F                  11
315 FOZ R. CLARO   1    22      F                  10
315 FOZ R. CLARO   1    24      F                   9
 21 SERRA FACAO    1    19      F                 115
 21 SERRA FACAO    1    20      F                 116
 21 SERRA FACAO    1    21      F                 122
 21 SERRA FACAO    1    22      F                 124
 21 SERRA FACAO    1    23      F                 120
 21 SERRA FACAO    1    24      F                 113
 21 SERRA FACAO    1    25      F                 106
290 ESPORA         1    19      F                  71
290 ESPORA         1    22      F                  70
290 ESPORA         1    23      F                  69
290 ESPORA         1    24      F                  68
290 ESPORA         1    25      F                  67
101 SAO JOSE       1    19      F                 114
101 SAO JOSE       1    20      F                 110
101 SAO JOSE       1    21      F                 106
101 SAO JOSE       1    22      F                 104
101 SAO JOSE       1    23      F                 101
101 SAO JOSE       1    24      F                  99
276 RONDON II      1    19      F                 124
276 RONDON II      1    20      F                 138
276 RONDON II      1    21      F                 143
276 RONDON II      1    23      F                 138
276 RONDON II      1    24      F                 135
276 RONDON II      1    25      F                 132
102 PASSO S JOAO   1    19      F                   4
277 BALBINA        1    19      F                 704
277 BALBINA        1    20      F                 748
285 JIRAU          1    19      F               35559
285 JIRAU          1    20      F               36418
285 JIRAU          1    21      F               37484
285 JIRAU          1    22      F               38673
285 JIRAU          1    23      F               39182
285 JIRAU          1    24      F               39284
285 JIRAU          1    25      F               39180
286 STO ANT JARI   1    19      F                1222
286 STO ANT JARI   1    20      F                1505
284 FERREIRA GOM   1    19      F                  17
284 FERREIRA GOM   1    20      F                  18
227 SINOP          1    19      F                1025
227 SINOP          1    20      F                1151
228 COLIDER        1    19      F                  93
228 COLIDER        1    20      F                 104
229 TELES PIRES    1    19      F                1609
229 TELES PIRES    1    20      F                1805
192 GUILMAN-AMOR   1    19      F                  97
192 GUILMAN-AMOR   1    20      F                  89
230 SAO MANOEL     1    19      F                  25
230 SAO MANOEL     1    20      F                  28
288 BELO MONTE     1    19      F                   0
314 PIMENTAL       1    19      F                6767
314 PIMENTAL       1    20      F                9071
FIM
