& ARQUIVO COM RESTRICOES OPERACIONAIS PARA AS UNIDADES TERMICAS
& (NA CONFIGURACAO DO DESSEM)
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&
& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
170  SUAPE II      13    0         0.00   1804  1  0
170  SUAPE II      14    0         0.00   1746  0  0
170  SUAPE II      15    0         0.00   1663  0  0
170  SUAPE II      16    0         0.00   1654  0  0
170  SUAPE II      17    0         0.00  12236  0  0
176  PORTO ITAQUI   1    0         0.00    501  1  0
182  PALMEIRAS GO   1    0         0.00   1830  1  0
182  PALMEIRAS GO   2    0         0.00   1878  0  0
194  T.NORTE 2      1    0         0.00  11904  0  0
194  T.NORTE 2      2    0         0.00  11904  0  0
194  T.NORTE 2      3    0         0.00   2310  1  0
194  T.NORTE 2      4    0         0.00   2310  0  0
201  APARECIDA      1    1        43.00     36  1  0
201  APARECIDA      2    0         0.00    242  1  0
201  APARECIDA      3    1        25.00      5  0  0
201  APARECIDA      4    1        27.00     60  1  0
203  C. ROCHA       1    1        17.08    250  0  0
203  C. ROCHA       2    0         0.00    264  0  0
203  C. ROCHA       3    1        13.77    843  0  0
203  C. ROCHA       4    1        17.08   1612  1  0
203  C. ROCHA       5    1        17.08    244  1  0
204  JARAQUI        6    1        36.10   3804  0  0
204  JARAQUI        7    1        26.90   3804  1  0
205  MANAUARA       1    1        16.70     14  0  0
205  MANAUARA       2    1        11.60     83  0  0
205  MANAUARA       3    1        16.70     62  1  0
205  MANAUARA       4    1        10.00     72  1  0
205  MANAUARA       5    1        10.00     54  0  0
207  PONTA NEGRA    1    1        16.00  11842  0  0
207  PONTA NEGRA    2    1        16.00  11842  0  0
207  PONTA NEGRA    3    1        16.00  11842  0  0
