& CONDICOES INICIAIS DAS UNIDADES
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
 68  TRES LAGOAS    2    0         0.00   9215  0  0
 68  TRES LAGOAS    3    0         0.00  13920  0  0
 68  TRES LAGOAS    4    0         0.00  11880  1  0
 68  TRES LAGOAS    5    0         0.00  11880  1  0
 68  TRES LAGOAS    6    0         0.00   3043  1  0
 68  TRES LAGOAS    7    0         0.00  11880  0  0
 68  TRES LAGOAS    8    0         0.00   4896  0  0
 68  TRES LAGOAS    9    0         0.00  11880  0  0
 68  TRES LAGOAS   10    0         0.00   4758  0  0
 68  TRES LAGOAS   11    0         0.00   4848  0  0
 68  TRES LAGOAS   12    0         0.00  11856  0  0
 68  TRES LAGOAS   13    0         0.00   2522  0  0
 68  TRES LAGOAS   14    0         0.00   4536  0  0
 68  TRES LAGOAS   15    0         0.00   3334  1  0
 69  TERMOPB        1    0         0.00    254  0  0
 69  TERMOPB        2    0         0.00    288  1  0
 69  TERMOPB        3    0         0.00    276  0  0
 70  GERAMAR II     1    0         0.00    540  0  0
 70  GERAMAR II     2    0         0.00   3671  1  0
 70  GERAMAR II     3    0         0.00   3671  0  0
 70  GERAMAR II     4    0         0.00   3671  0  0
 73  GERAMAR I      1    0         0.00   3671  0  0
 73  GERAMAR I      2    0         0.00   3671  0  0
 73  GERAMAR I      3    0         0.00    564  0  0
 73  GERAMAR I      4    0         0.00    569  0  0
 83  VALE DO ACU    1    0         0.00   2831  0  0
 83  VALE DO ACU    2    0         0.00   7733  0  0
 86  ST.CRUZ NOVA  11    0         0.00   1152  1  0
 86  ST.CRUZ NOVA  21    0         0.00   1152  1  0
 90  TERMOMACAE     1    1        35.00     17  0  0
 90  TERMOMACAE     2    0         0.00  13920  0  0
 90  TERMOMACAE     3    0         0.00   4303  1  0
 90  TERMOMACAE     4    0         0.00   3925  0  0
 90  TERMOMACAE     5    0         0.00  13920  0  0
 90  TERMOMACAE     6    0         0.00   2951  0  0
 90  TERMOMACAE     7    0         0.00  13920  0  0
 90  TERMOMACAE     8    0         0.00  13920  0  0
 90  TERMOMACAE     9    0         0.00  13920  0  0
 90  TERMOMACAE    10    0         0.00  13920  0  0
 90  TERMOMACAE    11    0         0.00   4175  0  0
 90  TERMOMACAE    12    0         0.00   4181  1  0
 90  TERMOMACAE    13    0         0.00   3807  1  0
 90  TERMOMACAE    14    0         0.00   3880  0  0
 90  TERMOMACAE    15    0         0.00   4115  0  0
 90  TERMOMACAE    16    0         0.00  13920  0  0
 90  TERMOMACAE    17    0         0.00   3849  1  0
 90  TERMOMACAE    18    0         0.00   2976  0  0
 90  TERMOMACAE    19    0         0.00   2993  0  0
 90  TERMOMACAE    20    0         0.00   3672  0  0
 96  TERMOPE        1    0         0.00   9179  0  0
 96  TERMOPE        2    0         0.00   6061  0  0
 96  TERMOPE        3    1       513.00     86  1  0
 97  CUBATAO        1    0         0.00   2681  1  0
 97  CUBATAO        2    0         0.00   2597  1  0
 97  CUBATAO        3    0         0.00   2865  0  0
 98  PERNAMBU_III   1    0         0.00  10201  0  0
 98  PERNAMBU_III   2    0         0.00  11566  0  0
 98  PERNAMBU_III   3    0         0.00  10200  1  0
 98  PERNAMBU_III   4    0         0.00   3671  1  0
106  ERB CANDEIAS   1    1        13.00    129  0  0
107  PAMPA SUL      1    0         0.00  10040  0  0
108  XAVANTES       1    0         0.00  13922  0  0
108  XAVANTES       2    0         0.00  13922  0  0
109  ALTOS          1    0         0.00  14252  0  0
110  N.PIRATININ    1    0         0.00   7513  1  0
110  N.PIRATININ    2    0         0.00  16968  0  0
110  N.PIRATININ    3    0         0.00   4096  0  0
110  N.PIRATININ    4    0         0.00   4096  0  0
110  N.PIRATININ    5    0         0.00  16431  0  0
110  N.PIRATININ    6    0         0.00  13427  0  0
110  N.PIRATININ    7    0         0.00  13650  0  0
110  N.PIRATININ    8    0         0.00  16968  0  0
110  N.PIRATININ    9    0         0.00  16968  0  0
110  N.PIRATININ   10    0         0.00  16968  0  0
110  N.PIRATININ   11    0         0.00  16431  0  0
110  N.PIRATININ   12    0         0.00  16431  0  0
110  N.PIRATININ   13    0         0.00  16968  0  0
110  N.PIRATININ   14    0         0.00  16968  0  0
110  N.PIRATININ   15    0         0.00  16632  0  0
111  ARACATI        1    0         0.00  14252  0  0
112  BAHIA I        1    0         0.00   3961  0  0
112  BAHIA I        2    0         0.00  10344  0  0
112  BAHIA I        3    0         0.00  10344  0  0
113  BATURITE       1    0         0.00  14252  0  0
116  PARNAIBA IV    1    0         0.00   3048  0  0
117  CAMPO MAIOR    1    0         0.00  14252  0  0
119  CAUCAIA        1    0         0.00  14252  0  0
121  CRATO          1    0         0.00  14252  0  0
125  ENGUIA PECEM   1    0         0.00  14252  0  0
127  IGUATU         1    0         0.00  14252  0  0
133  JUAZEIRO N     1    0         0.00  14252  0  0
135  MARAMBAIA      1    0         0.00  14252  0  0
138  NAZARIA        1    0         0.00  14252  0  0
140  MAUA 3         1    1       565.00    264  0  0
140  MAUA 3         2    0         0.00    264  0  0
140  MAUA 3         3    0         0.00   1884  0  0
144  PETROLINA      1    0         0.00  13920  0  0
144  PETROLINA      2    0         0.00  13920  0  0
144  PETROLINA      3    0         0.00  13920  0  0
144  PETROLINA      4    0         0.00  13920  0  0
144  PETROLINA      5    0         0.00  13920  0  0
144  PETROLINA      6    0         0.00  13920  0  0
144  PETROLINA      7    0         0.00  13920  0  0
144  PETROLINA      8    0         0.00  13920  0  0
146  STA VITORIA    1    1        41.00    144  0  0
147  PROSPERIDADE   1    1         9.20     20  0  0
147  PROSPERIDADE   2    1         9.20     20  0  0
147  PROSPERIDADE   3    1         9.20     20  0  0
149  SAO SEPE       1    1         5.00     12  0  0
151  POTIGUAR       1    0         0.00  11566  0  0
151  POTIGUAR       2    0         0.00  11566  0  0
151  POTIGUAR       3    0         0.00  11566  0  0
151  POTIGUAR       4    0         0.00  11566  0  0
152  TERMOCABO      1    0         0.00   3671  1  0
152  TERMOCABO      2    0         0.00   3671  1  0
152  TERMOCABO      3    0         0.00   3671  1  0
153  DAIA           1    0         0.00  14252  0  0
153  DAIA           2    0         0.00  14252  0  0
153  DAIA           3    0         0.00  14252  0  0
155  GOIANIA II     1    0         0.00  14252  0  0
155  GOIANIA II     2    0         0.00  14252  0  0
156  CANDIOTA 3     1    1       325.00   1152  0  0
159  TERMOMANAUS    1    0         0.00  11566  0  0
159  TERMOMANAUS    2    0         0.00  11566  0  0
159  TERMOMANAUS    3    0         0.00  11566  0  0
159  TERMOMANAUS    4    0         0.00  11566  0  0
159  TERMOMANAUS    5    0         0.00  11566  0  0
159  TERMOMANAUS    6    0         0.00  11566  0  0
159  TERMOMANAUS    7    0         0.00  11566  0  0
159  TERMOMANAUS    8    0         0.00  11566  0  0
159  TERMOMANAUS    9    0         0.00  11566  0  0
159  TERMOMANAUS   10    0         0.00  11566  0  0
159  TERMOMANAUS   11    0         0.00  11566  0  0
159  TERMOMANAUS   12    0         0.00  11566  0  0
160  PAU FERRO I    1    0         0.00  11566  0  0
160  PAU FERRO I    2    0         0.00  11566  0  0
160  PAU FERRO I    3    0         0.00  11566  0  0
160  PAU FERRO I    4    0         0.00  11566  0  0
160  PAU FERRO I    5    0         0.00  11566  0  0
160  PAU FERRO I    6    0         0.00  11566  0  0
160  PAU FERRO I    7    0         0.00  11566  0  0
161  POTIGUAR III   1    0         0.00  11566  0  0
161  POTIGUAR III   2    0         0.00  11566  0  0
161  POTIGUAR III   3    0         0.00  11566  0  0
161  POTIGUAR III   4    0         0.00  11566  0  0
161  POTIGUAR III   5    0         0.00  11566  0  0
161  POTIGUAR III   6    0         0.00  11686  0  0
163  P. PECEM II    1    0         0.00   2540  1  0
164  MURICY         1    0         0.00  11684  0  0
164  MURICY         2    0         0.00  13920  0  0
164  MURICY         3    0         0.00  11684  0  0
164  MURICY         4    0         0.00  13920  0  0
