DEFANT   228  229  H    06 00 0  F                 590
DEFANT   228  229  H    07 00 0  F                 585
DEFANT   229  230  H    07 00 0  F                 751
DEFANT   241   34  H    07 00 0  F                  85
DEFANT   249   50  H    07 00 0  F                 117
DEFANT   251  252  H    07 00 0  F                 314
DEFANT   252  253  H    07 00 0  F                 328
DEFANT   253  257  H    07 00 0  F                 323
DEFANT   257  261  H    06 00 0  F                 564
DEFANT   257  261  H    07 00 0  F                 560
DEFANT   261  267  H    05 00 0  F                 731
DEFANT   261  267  H    07 00 0  F                 692
DEFANT   262  241  H    07 00 0  F                  99
DEFANT   267  275  H    05 00 0  F                1430
DEFANT   267  275  H    06 00 0  F                1436
DEFANT   267  275  H    07 00 0  F                1369
DEFANT   280  284  H    07 00 0  F                1474
DEFANT   285  287  H    07 00 0  F                6370
DEFANT   290   34  H    07 00 0  F                  50
DEFANT   311  312  H    07 00 0  F                  80
DEFANT   312  315  H    07 00 0  F                  82
DEFANT   315   34  H    07 00 0  F                  83
DEFANT    66    1  S    07  0 0  F                6447
DEFANT    66    1  S    07  0 1  F                5811
DEFANT    66    1  S    07  1 0  F                5563
DEFANT    66    1  S    07  1 1  F                5232
DEFANT    66    1  S    07  2 0  F                5089
DEFANT    66    1  S    07  2 1  F                4972
DEFANT    66    1  S    07  3 0  F                4871
DEFANT    66    1  S    07  3 1  F                4869
DEFANT    66    1  S    07  4 0  F                4940
DEFANT    66    1  S    07  4 1  F                5051
DEFANT    66    1  S    07  5 0  F                5111
DEFANT    66    1  S    07  5 1  F                5581
DEFANT    66    1  S    07  6 0  F                6648
DEFANT    66    1  S    07  6 1  F                6974
DEFANT    66    1  S    07  7 0  F                7585
DEFANT    66    1  S    07  7 1  F                7434
DEFANT    66    1  S    07  8 0  F                7596
DEFANT    66    1  S    07  8 1  F                7598
DEFANT    66    1  S    07  9 0  F                7436
DEFANT    66    1  S    07  9 1  F                7436
DEFANT    66    1  S    07 10 0  F                7762
DEFANT    66    1  S    07 10 1  F                7660
DEFANT    66    1  S    07 11 0  F                7770
DEFANT    66    1  S    07 11 1  F                7497
DEFANT    66    1  S    07 12 0  F                7047
DEFANT    66    1  S    07 12 1  F                6969
DEFANT    66    1  S    07 13 0  F                6862
DEFANT    66    1  S    07 13 1  F                7133
DEFANT    66    1  S    07 14 0  F                7526
DEFANT    66    1  S    07 14 1  F                7912
DEFANT    66    1  S    07 15 0  F                8340
DEFANT    66    1  S    07 15 1  F                8145
DEFANT    66    1  S    07 16 0  F                8111
DEFANT    66    1  S    07 16 1  F                8115
DEFANT    66    1  S    07 17 0  F                8113
DEFANT    66    1  S    07 17 1  F                8636
DEFANT    66    1  S    07 18 0  F                9255
DEFANT    66    1  S    07 18 1  F                9501
DEFANT    66    1  S    07 19 0  F                9364
DEFANT    66    1  S    07 19 1  F                9216
DEFANT    66    1  S    07 20 0  F                9052
DEFANT    66    1  S    07 20 1  F                8671
DEFANT    66    1  S    07 21 0  F                8546
DEFANT    66    1  S    07 21 1  F                8546
DEFANT    66    1  S    07 22 0  F                7794
DEFANT    66    1  S    07 22 1  F                7350
DEFANT    66    1  S    07 23 0  F                6639
DEFANT    66    1  S    07 23 1  F                6197
DEFANT    83    1  S    07  0 0  F                1352
DEFANT    83    1  S    07  0 1  F                1352
DEFANT    83    1  S    07  1 0  F                 892
DEFANT    83    1  S    07  1 1  F                 892
DEFANT    83    1  S    07  2 0  F                 892
DEFANT    83    1  S    07  2 1  F                 892
DEFANT    83    1  S    07  3 0  F                 892
DEFANT    83    1  S    07  3 1  F                 892
DEFANT    83    1  S    07  4 0  F                 892
DEFANT    83    1  S    07  4 1  F                 892
DEFANT    83    1  S    07  5 0  F                 892
DEFANT    83    1  S    07  5 1  F                 892
DEFANT    83    1  S    07  6 0  F                 892
DEFANT    83    1  S    07  6 1  F                 892
DEFANT    83    1  S    07  7 0  F                 892
DEFANT    83    1  S    07  7 1  F                 892
DEFANT    83    1  S    07  8 0  F                 892
DEFANT    83    1  S    07  8 1  F                 892
DEFANT    83    1  S    07  9 0  F                 892
DEFANT    83    1  S    07  9 1  F                 892
DEFANT    83    1  S    07 10 0  F                 892
DEFANT    83    1  S    07 10 1  F                 892
DEFANT    83    1  S    07 11 0  F                 892
DEFANT    83    1  S    07 11 1  F                1352
DEFANT    83    1  S    07 12 0  F                1352
DEFANT    83    1  S    07 12 1  F                1582
DEFANT    83    1  S    07 13 0  F                1582
DEFANT    83    1  S    07 13 1  F                1582
DEFANT    83    1  S    07 14 0  F                1582
DEFANT    83    1  S    07 14 1  F                1582
DEFANT    83    1  S    07 15 0  F                1582
DEFANT    83    1  S    07 15 1  F                1582
DEFANT    83    1  S    07 16 0  F                1582
DEFANT    83    1  S    07 16 1  F                1582
DEFANT    83    1  S    07 17 0  F                1582
DEFANT    83    1  S    07 17 1  F                1582
DEFANT    83    1  S    07 18 0  F                1582
DEFANT    83    1  S    07 18 1  F                1582
DEFANT    83    1  S    07 19 0  F                1582
DEFANT    83    1  S    07 19 1  F                1582
DEFANT    83    1  S    07 20 0  F                1582
DEFANT    83    1  S    07 20 1  F                1582
DEFANT    83    1  S    07 21 0  F                1582
DEFANT    83    1  S    07 21 1  F                1582
DEFANT    83    1  S    07 22 0  F                1582
DEFANT    83    1  S    07 22 1  F                1582
DEFANT    83    1  S    07 23 0  F                1582
DEFANT    83    1  S    07 23 1  F                1582
