DEFANT    66    1  S    23  4 1  F                4827
DEFANT    66    1  S    23  5 0  F                5321
DEFANT    66    1  S    23  5 1  F                5402
DEFANT    66    1  S    23  6 0  F                6245
DEFANT    66    1  S    23  6 1  F                5906
DEFANT    66    1  S    23  7 0  F                6447
DEFANT    66    1  S    23  7 1  F                6891
DEFANT    66    1  S    23  8 0  F                7055
DEFANT    66    1  S    23  8 1  F                7055
DEFANT    66    1  S    23  9 0  F                6720
DEFANT    66    1  S    23  9 1  F                6762
DEFANT    66    1  S    23 10 0  F                7026
DEFANT    66    1  S    23 10 1  F                7187
DEFANT    66    1  S    23 11 0  F                7315
DEFANT    66    1  S    23 11 1  F                7010
DEFANT    66    1  S    23 12 0  F                6714
DEFANT    66    1  S    23 12 1  F                6635
DEFANT    66    1  S    23 13 0  F                6781
DEFANT    66    1  S    23 13 1  F                7347
DEFANT    66    1  S    23 14 0  F                7245
DEFANT    66    1  S    23 14 1  F                7247
DEFANT    66    1  S    23 15 0  F                7261
DEFANT    66    1  S    23 15 1  F                7436
DEFANT    66    1  S    23 16 0  F                8063
DEFANT    66    1  S    23 16 1  F                8026
DEFANT    66    1  S    23 17 0  F                8038
DEFANT    66    1  S    23 17 1  F                9183
DEFANT    66    1  S    23 18 0  F                9561
DEFANT    66    1  S    23 18 1  F                9575
DEFANT    66    1  S    23 19 0  F                9460
DEFANT    66    1  S    23 19 1  F                9527
DEFANT    66    1  S    23 20 0  F                8665
DEFANT    66    1  S    23 20 1  F                8455
DEFANT    66    1  S    23 21 0  F                8359
DEFANT    66    1  S    23 21 1  F                8360
DEFANT    66    1  S    23 22 0  F                8305
DEFANT    66    1  S    23 22 1  F                7915
DEFANT    66    1  S    23 23 0  F                7179
DEFANT    66    1  S    23 23 1  F                7030
DEFANT    83    1  S    23  0 0  F                2212
DEFANT    83    1  S    23  0 1  F                2212
DEFANT    83    1  S    23  1 0  F                2212
DEFANT    83    1  S    23  1 1  F                2213
DEFANT    83    1  S    23  2 0  F                2213
DEFANT    83    1  S    23  2 1  F                2213
DEFANT    83    1  S    23  3 0  F                2213
DEFANT    83    1  S    23  3 1  F                2213
DEFANT    83    1  S    23  4 0  F                2213
DEFANT    83    1  S    23  4 1  F                2213
DEFANT    83    1  S    23  5 0  F                2214
DEFANT    83    1  S    23  5 1  F                2214
DEFANT    83    1  S    23  6 0  F                2214
DEFANT    83    1  S    23  6 1  F                2214
DEFANT    83    1  S    23  7 0  F                2334
DEFANT    83    1  S    23  7 1  F                2336
DEFANT    83    1  S    23  8 0  F                2338
DEFANT    83    1  S    23  8 1  F                2340
DEFANT    83    1  S    23  9 0  F                2341
DEFANT    83    1  S    23  9 1  F                2343
DEFANT    83    1  S    23 10 0  F                2345
DEFANT    83    1  S    23 10 1  F                2347
DEFANT    83    1  S    23 11 0  F                2348
DEFANT    83    1  S    23 11 1  F                2350
DEFANT    83    1  S    23 12 0  F                2352
DEFANT    83    1  S    23 12 1  F                2354
DEFANT    83    1  S    23 13 0  F                2356
DEFANT    83    1  S    23 13 1  F                2358
DEFANT    83    1  S    23 14 0  F                2360
DEFANT    83    1  S    23 14 1  F                2362
DEFANT    83    1  S    23 15 0  F                2364
DEFANT    83    1  S    23 15 1  F                2366
DEFANT    83    1  S    23 16 0  F                2368
DEFANT    83    1  S    23 16 1  F                2370
DEFANT    83    1  S    23 17 0  F                2373
DEFANT    83    1  S    23 17 1  F                2375
DEFANT    83    1  S    23 18 0  F                2377
DEFANT    83    1  S    23 18 1  F                2379
DEFANT    83    1  S    23 19 0  F                2382
DEFANT    83    1  S    23 19 1  F                2384
DEFANT    83    1  S    23 20 0  F                2386
DEFANT    83    1  S    23 20 1  F                2389
DEFANT    83    1  S    23 21 0  F                2391
DEFANT    83    1  S    23 21 1  F                2394
DEFANT    83    1  S    23 22 0  F                2396
DEFANT    83    1  S    23 22 1  F                2399
DEFANT    83    1  S    23 23 0  F                2401
DEFANT    83    1  S    23 23 1  F                2404
